Question,Answer
"Iclicker Marks: Hi, currently I have 5/7 shown on Iclicker however I&#39;ve been to all classes and haven&#39;t missed any questions. I am wondering why this is and if it will be fixed thanks.","<p>If iclicker did not record your response, there is no way for us to know that and fix it. We will go with whatever has been recorded on our end.</p>
<p></p>
<p>That said, remember that</p>
<p></p>
<p>a) we take your 75% best lectures when it comes to iclicker</p>
<p>b) the weight of participation is just 5% so even if your best lecture had a clicker question not recorded, it will be a very tiny fraction of your grade</p>"
Do all sections use/need iClicker?: How will marks be calculated for section that does not use iClicker?,That is what we decided. I am not aware of any instructor not using iclicker.
"Marks for the assignments: Hi, I just wanted to ask that like in CS136L we have a link in CS136L website to view the marks for our lab works. So, is there any way in CS136 to view our marks?","<p>You can view the results of secret tests on Marmoset after the due date (when they are released). The handmark component will be uploaded to MarkUs where you can check the marking details. There is no handmark part for the first few assignments but they will still be uploaded to MarkUs for you to check your code styles.</p>
<p><br />The assignments grade will also update to the edX after the due date as well as the style marks of later few assignments.</p>
<md>You can view the results of secret tests on Marmoset after the due date (when they are released). The handmark component will be uploaded to MarkUs where you can check the marking details. There is no handmark part for the first few assignments but they will still be uploaded to MarkUs for you to check your code styles.</md>"
"A1 q3 Valid credit card number: In the description of how to implement checksum algorithms to check if the card is valid, the implementation that sums all the digits of the payload gives a checksum = 7 while the luhn algorithm gives a checksum = 8 while both use the same payload. <div><br /></div><div>Does this mean that different cards are valid under different security checks?</div>",<md>No. Please read the question carefully.</md>
"A1 Q3 numbers and octal notation: <p>I understand that there was some discussion about this in @95, but I wanted to get some more clarification.</p>
<p></p>
<p>According to the class slides I understand that numbers with leading zeroes are evaluated in base 8. What confuses me is how we should interpret that in relation to the requires statement of sum_digits:<br /><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwca7ky8m6lh%2Ffec73f3b5e0cb8a977a03dfe7f33ebfe16d0e746604e8a6e3649fab435aed387%2Fimage.png"" alt=""image.pngNaN"" width=""388"" height=""57"" /></p>
<p>According to the requires statement a number in octal notation would technically be fair game.</p>
<p>Im not sure about other people, but my strategy directly manipulates the number n itself, so should I account for the fact that a given number may be in octal notation? Or do I convert it to base 10 first?<br /><br />Any clarification is appreciated</p>
<p>Thank you!</p>",<md>Have you tried any number with only leading zeros in C? Is it base 10 or base 8?</md>
"Magic Number: For question 2, I used “Magic Numbers” to summarize my entire calculation into one line with no integer division, just curious if that’s valid even though style isn’t graded?",According to @121 it is okay to use magic numbers for A1 but in the future it will be considered bad style since we should be using constants/variables.
"A01 Q2: How is the exam component calculated? Like in the attached examples, where does the 50% come from? I thought 0.2*20&#43;0.5*65=36.5 according to the marking scheme?<img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwa7mpvvkep%2F194678bc1d6940e0a2fac3c96350bfe1c2ec4f33fa9db3e1ccca326330d83e02%2FScreenshot_2024-01-18_at_18.24.00.png"" width=""2286"" height=""122"" alt="""" />",<md>How is the assignment component calculated based on your point of view here?</md>
"NO “fake” assignment submission for A00 Q05: Hi, I don’t see any fake submissions for A00 Q05 on my marmoset.","hi, I don&#39;t quite understand what this means. I still don&#39;t see the &#34;fake&#34; assignment for q05. 
hi, I don&#39;t quite understand what this means. I still don&#39;t see the &#34;fake&#34; assignment for q05.
<md>We will set it up for you.</md>"
"Not sure which iClicker section to enroll into: <p>Hello, I am enrolled in the Tue/Th 1:00 - 2:20 PM section with Professor Morland, but I can&#39;t find this section on iClicker? here&#39;s a screenshot of the options:</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkaiolwd9b1rlw%2Fa0c75d11578a48360d7add533f75d4e8438bde50b2abecfe6ac61d0b94e05188%2Fimage.png"" alt=""image.png"" width=""609"" height=""775"" /></p>","<md>There isn't one.  Come to class and do the polls, and you will get the marks.</md>
<md>There isn't one.  Come to class and do the polls, and you will get the your marks.</md>"
"A01 Q2: On submission, Marmoset is showing the error: Type double literal used, which is not allowed for this question. make: *** [Makefile:8: all] Error 1.","<md>“double literal” doesn’t mean variables of double type, it means floating value constants. i.e., you cannot use numbers like `0.05`, `0.5`, etc. in your code.</md>"
"a01 q2: Since we are only rounding the marks (to the next integer) when calculating the overall grade, does it mean we just use normal division (round to zero) when calculating exam/assignment components?","<md>Whenever you round anything, round it to the **closest** integer.</md>"
"Clarification about A1Q2 overall mark calculation: <p>So when we calculate the overall mark, we don&#39;t use those weighted factors and calculate as below, right?</p>
<p></p>
<p>overall_mark = 0.2*assignment_mark &#43; 0.5*final_mark &#43; 0.05*quizz_mark &#43; 0.25*midterm_mark</p>
<p></p>
<p>Also, regardless of how many assignments a student has submitted, the assignment_mark in above expression would be</p>
<p>total_assignment_point_earned divided by 10 (number of assignments).</p>
<p></p>
<p>Thanks for your feedback!</p>","You need to take into consideration the style marks. It also states a key point regarding the assignments in the question.
<md>The question already mentions how assignment_mark is calculated. Please read the question especially the example part carefully.</md>"
"A1 Q3 sum_lumn: <p>When testing for a single digit number between 5 and 9 inclusive for the sum_lumn function, should we be returning the double digit number that we get from doubling it, or do we simply it to one digit? </p>
<p>Ex: Should sum_lumn(6) return 12 or 3?</p>
<p>I am asking because the instructions say &#34;Please be aware that in both functions, the resulting sum is not yet simplified to a single digit!&#34; yet in the explanation about the Lumn algorithm, it states &#34;Starting with the rightmost digit of the payload, every other digit is doubled and reduced to a single digit before summing up all digits.&#34;</p>","<md>Does Luhn Algorithm work differently on single-digit numbers?

Edit: 
So the instructions here ""Please be aware that in both functions, the resulting sum is not yet simplified to a single digit!"" means the total sum from both sum_luhn and sum_digit should not be sum_digit again. Example: sum_digit(99) should give 18 not 9, sum_luhn(99) should give 18 not 9. 

""Starting with the rightmost digit of the payload, every other digit is doubled and reduced to a single digit before summing up all digits."" This is totally different from the quote above, please read the the description part about sum_luhn carefully.</md>
<md>Does Luhn Algorithm work differently on single-digit numbers?

Edit: 
So the instructions here ""Please be aware that in both functions, the resulting sum is not yet simplified to a single digit!"" means the total sum from both sum_luhn and sum_digit should not be sum_digit again. Example: sum_digit(99) should give 18 not 9, sum_luhn(99) should give 27 not 9. 

""Starting with the rightmost digit of the payload, every other digit is doubled and reduced to a single digit before summing up all digits."" This is totally different from the quote above, please read the the description part about sum_luhn carefully.</md>
<md>Does Luhn Algorithm work differently on single-digit numbers?</md>"
"A01 Q1a: Would we be given test cases close to INT_MAX or INT_MIN for q1a? If we were given divide(INT_MIN, -1), would INT_MAX be the result or would abs(INT_MIN)? Thanks!","<md>abs(INT_MIN) will actually be greater than INT_MAX and cause problem. For A1 only, I think you do not need to handle INT_MAX and INT_MIN to this extent. So for divide(INT_MIN, -1), you do not have to worry about this special case for now.

INT_MIN = -2147483648 and INT_MAX = 2147483647 for 32-bit int</md>
<md>abs(INT_MIN) will actually be greater than INT_MAX and cause problem. For A1 only, I think you do not need to handle INT_MAX and INT_MIN to this extent. So for divide(INT_MIN, -1), you do not have to worry about this special case for now.

INT_MIN = -2147483648 and INT_MAX = 2147483647</md>
<md>abs(INT_MIN) will actually be greater than INT_MAX and cause problem. For A1 only, I think you do not need to handle INT_MAX and INT_MIN to this extent. So for divide(INT_MIN, -1), you do not have to worry about this special case for now.</md>
<md>abs(INT_MIN) will actually be greater than INT_MAX and cause problem. For A1 only, I think you do not need to handle INT_MAX and INT_MIN to this extent.</md>"
about calculation of overall grade: should we use assign_cnt&#43; 1 or 10in the overall calculation.,"I think it is 10 in terms for overall grade
I think it is assign_cnt&#43; 1 
<md>@172_f2</md>"
"a2 release: is a02 intended to be released on Friday? ;-; if not, then what day is it supposed to be out? tysm",<md>It will be released when A1 is due.</md>
Helper function illustration: Can I use the function from the exercise as a helper function for assignment 1?,<md>Yes.</md>
"side effect (returned vs output): <p>From my understanding, the returned value is not the same as the value that the function outputs. So I was wondering if you have a function that doesn&#39;t cause any side effects but has a return value (the add example in class), what happens to the value that is produced? Where is it stored? </p>
<p></p>","<md>If that return value is not stored elsewhere then it will be considered ""lost"".

Edit: Just to add on, the value it returned will be used by whatever called it.</md>
<md>If that return value is not stored elsewhere then it will be considered ""lost"".</md>"
"A01Q3: What does this error mean?<img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwa7mpvvkep%2F4ad87c08d3c12e010c62576a557eaed1c53fad55d6b53b604d61da05b06fa105%2FScreenshot_2024-01-20_at_21.25.39.png"" alt=""Screenshot_2024-01-20_at_21.25.39.pngNaN"" />","<md>@163 Since it's in base 8, it can't contain the digit 8.</md>"
"Illegal Instruction (core dumped): I have no clue what this means, I think my code is syntactically correct, could someone explain what this refers to? ","Make a private post. Show us your code. Without it, I doubt anyone will be able to help you."
"Question about assert in Q3: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwe9rujsh68f%2F417f50f40cb5da74c0bb18b6aaabff1c92c225ed962d8ace2e61443b94411429%2F2caef9b7157bf6f860547ce6b1ebcf4.png"" alt=""2caef9b7157bf6f860547ce6b1ebcf4.pngNaN"" /></p>
<p>In the memoset for Q3 I got this outcome. However, I didn&#39;t write this assertion in my test code and I think the luhn sum for 10000000 should be 2. <br />or I misunderstood the algorithm to calculate luhn sum?</p>","Starting with the rightmost digit of the payload, every other digit (i.e., the rightmost, third-rightmost, fifth-rightmost, etc.) is doubled and reduced to a single digit before summing up all digits.
<md>The `sum_luhn` function ""returns the sum of **all** digits in the non-negative number n using the Luhn algorithms"".

Also, this is a public test we wrote for you to do a basic check for this function.</md>"
A01 Q2: Is there a function that we can use in C that is similar to the stepping check in racket?,"<p>You will be using a stepping tool later on in CS136L.</p>
<p></p>
<p>Edit: In case you are interested in this topic, you can search for something called “debugger” which will be introduced later in CS136L.</p>
<p></p>
<p>[Nomair:] Sadly, the debugger module is the last module in CS136L. The reason being that the debugger becomes really useful once you have dynamic memory in play (heap memory). CS136 covers the heap fairly late week 10ish I believe. We leave the debugger till after dynamic memory in C has been covered.</p>
<p></p>
<md>You will be using a stepping tool later on in CS136L.

Edit: In case you are interested in this topic, you can search for something called ""debugger"" which will be introduced later in CS136L.</md>
<md>You will be using a stepping tool later on in CS136L.</md>"
"assignment operator: <p>I&#39;m kind of confused what is meant by &#34; the assignment operator also returns the value of the expression on the right-hand side&#34;</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqw8rpo1vu6yt%2Fd1c04b875ca040ac6acaa7e153853173ec0aff7fd5c4e2348a03e4db6c6e9d37%2FScreenshot_2024-01-21_at_11.23.18_AM.png"" alt=""Screenshot_2024-01-21_at_11.23.18_AM.png"" width=""272"" height=""206"" /></p>",<md>You can think of the assignment operation `var = value` as getting replaced by `value` in the code.</md>
"initialization vs assignment: <p>Is the difference between the initialization and the assignment that when we initialize a variable we are identifying the type the var is? </p>
<p></p>
<p>Also, what is the purpose of initlization vs assigning a value? When would you want to use one over the other?</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqw8rpo1vu6yt%2F863e8cf1c0c6687052f79fa8a77624d13f1ec480e20d17639af4e950e74d24d2%2FScreenshot_2024-01-21_at_11.26.02_AM.png"" alt=""Screenshot_2024-01-21_at_11.26.02_AM.png"" width=""267"" height=""202"" /></p>","<p>To initialize a variable, we need to define its type (in this case int) in C and give it a value of that type.</p>
<p>After defining its type, we can only re-assign values of the same type. e.g. we may not assign float to n in this example.</p>
<md>Initialization means specifying the value upon variable declaration/creation, i.e., `int var = value;` instead of `int var;`

Assignment means changing/mutating the value after the variable has been created.</md>"
"A1 I/O: Do we need to do I/O testing and submit the .in and .expect files for a01? If not, when will we be expected to submit them?","<md>A1 doesn't cover I/O, so no. We will never ask you to submit them as they are for your own testing.</md>"
"INT_MAX and INT_MIN error: <p>Hello!</p>
<p></p>
<p>In Q1a and Q1b, when I tried to test INT_MAX and INT_MIN, the output shows like this. I know that abs(INT_MIN) &gt; INT_MAX, but when I test INT_MAX, it still doesn&#39;t work. Do we need to test INT_MIN and INT_MAX in Q1a and Q1b? If we need, what should I do?<img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwai8f51s2ag%2F7d88b01502779e1c6987be2b717b7a317bbafb6962a61dad5e6f56203a7097c3%2F_____2024-01-21_175835.png"" width=""787"" height=""692"" alt="""" /></p>","<md>The stack overflow makes me think infinite recursion.

Edit: The stack overflow is happening because the number of recursive function calls is exceeding the amount of stack space (to be discussed in class very soon). We will not be testing with such test cases.</md>
The stack overflow makes me think infinite recursion. "
"A01 Q2 clarification for overall mark: Since we do not round the exam and assignment components when calculating the overall mark, for the example in the problem where the student earned exactly 49.67 for the exam component, do we just keep the number 49.67 (without rounding) when calculating the overall mark? If yes, how do we keep the .67 since we are restricted in simple division that rounds to the nearest integer?","<md>You should not round in any step before the last one for you calculation about overall mark. That is, you should only round once in the whole calculation.

Edit:

> If yes, how do we keep the .67 since we are restricted in simple division that rounds to the nearest integer?

That's a challenge of this problem. If you are having trouble with accuracy, see if the hint helps.</md>
<md>You should not round in any step before the last one for you calculation about overall mark. That is, you should only round once in the whole calculation.</md>
<md>You should not round in any step before the last one for you calculation about overall mark.</md>"
"What is the limit on numerator input in Q1A Divide: Is there a maximum number that the numerator may be that will be passed into divide, ie. do we need to consider the possibility of the numerator being INT_MAX or some other large integer which may cause stack overflows?","While the function, by nature, will be bounded, since we are using 32-bit integers, you should implement the function under the assumption that it will work for all theoretical integer values passed. You will be tackling problems related to INT_MAX and INT_MIN later on, for now don&#39;t worry about them.
While the function, by nature, will be bounded, since we are using 32-bir integers, you should implement the function under the assumption that it will work for all theoretical integer values passed. You will be tackling problems related to INT_MAX and INT_MIN later on, for now don&#39;t worry about them."
"Q3 Got credit?: <p>Do we have to follow the exact process of Luhn Algorithm?</p>
<p></p>
<p>After checking the link to Luhn Algorithm from wiki on the homework page, the check digit&#39;s calculation is like  &#34;(10 - (s mod 10)) mod 10&#34;, &#34;9 - ((s - 9) mod 10)&#34;, &#34;(10 - s) mod 10&#34;, or &#34;10[s/10] - s&#34;, where &#34;s&#34; denotes for the sum of the previous step.</p>
<p></p>
<p>For instance, the example listed on the page says 5360 2586 0153 6658 satisfy the Luhn Algorithm. The &#34;s&#34; here is 44, but according to any of the previous listed formula, it didn&#39;t satisfy the checksum 8 (the actual answer should 6 if we use the formula).</p>
<p></p>
<p>So, based on my current understanding, does the question just change the last step for Luhn Algorithm a little bit that we make it into a digits sum since &#34;4 &#43; 4 = 8&#34;, which satisfy the example above and all the public test cases.</p>
<p></p>
<p>Thanks!</p>","<md>Please check FAQ @11 and also please follow what the question provided.</md>
<md>@11</md>"
"A1-Q1B-Can we use Generative Recursion: <p>Hi,</p>
<p></p>
<p>Are we allowed to use generative recursion for a1 q2b, the gcd question? This was asked in @57, but it was said that Q3 was updated so that we can use any recursion, I was just wondering if this applies to Q1 as well. Sorry for the confusion.</p>
<p></p>
<p>Thank you!</p>",<md>yes you can.</md>
"Gold Questions - A1 Q3: Hi, I have seen multiple questions about q3 in assignment one which is a gold question. I was under the impression that we are not allowed to ask questions on Piazza about gold questions. Am I mistaken? Thanks.","<md>Please check Academic Integrity Policy page for rules about gold questions. Simply, you can ask for clarification problem on piazza and you should make it private whenever you can.</md>"
Stepper in C?: I was wondering if there is a tool that can help me step through my code to debug errors like the Stepper in Racket? ,<md>@191</md>
"Requires statement: If a function has a requires statement, for example stating m has to be positive and m is a parameter for the function, do we have to have an assert function to ensure m is actually positive or can we assume the parameter is valid?",<md>You need to assert all the requirement.</md>
A1 Q2: Hi I just wanted to ask that we cannot declare variable in Q2 for A1 assignment?,You are not allowed to declare variables for A1. 
"Q1: Do I need to keep everything provided in the question? For example, if &#39;return 0;&#39; is already in the question, do I have to code while maintaining that, or can I modify the result that is being returned?",<md>You can modify it.</md>
"A1 Q2 assignment mark in final mark calculation: A1 Q2 I am wondering if we take the assignment percentage of the amount of assignments we did as the mark for the total mark of if it is out of the total 9 assignments. For example, if I did 6/9 assignments and got 100% on all of them and 100% on style, I would have 100% in my assignment mark. But if I also get 100% in everything else do I have 100% in the course? or would I have 600/900 (66.66%?) possible marks for assignments and 100% for everything else? ",<md>You are using the assignment component you calculated for the overall grade. There should be no difference in terms of the formula for calculation.</md>
A1 Q2 - Exam component: How are the exam components calculated to determine whether a student passes their exam component? the main question is that I&#39;m confused with how the example provided is calculated (i.e a student getting 20% on their midterm and 65% in their final and they ended up getting 505 for the exam component).,"<md>Since midterm and find worth 25 and 50. Totally you can earn 75. If student get 20% on midterm and 65% on final, the student will get 37.5 for the exam component (midterm + final). That is 37.5/75 = 50% for the exam component if calculated in percentage.</md>"
"Session 2 exercise q1: Can someone explain the role of the two identical lines in line 10 and 12? Also, does line 11 makes this a recursive function?<img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwa7mpvvkep%2F17d153ec83b8df54b87bc707111650287d7b3d1777a91d9248da1677f537fa76%2FScreenshot_2024-01-23_at_17.05.34.png"" width=""1724"" height=""1118"" alt="""" />","<p>If you input 1 2 3 4 5</p>
<p></p>
<p>1 2 3 4 5 5 4 3 2 1 will be printed</p>
<p></p>
<p>This function reads ints in your input, the first printf function prints input once, and call itself again, until all integers are read.</p>
<p></p>
<p>Then the second printf function will be executed.</p>"
"A1 Q2: When we check for whether one has passed a component of the exam, do we round to the nearest int as well, or is that only for the final mark? ","<md>Only round when you check for a requirement of some individual component, don't round the components in the final mark.</md>"
"Delete the requirements?: <p>Should we delete the requirements in the assignments? For example, do we need to delete   </p>
<p>&#34;// Remember: You may NOT use the multiplication, division, or module operator<br />  //   (*, /, or %). You MUST use a recursive approach!<br />  // your implementation goes here&#34;</p>
<p>in A01 Q01?</p>","<md>They are just comments, it's up to you.</md>"
"A1 Q3 does not meet the range requirement: <p>while i ran the code <code>verify_card(10536657)</code>, it says <code>Assertion `10000000 &lt;= number &amp;&amp; number &lt;= 99999999&#39; failed.</code>But 10536657 meets the requirement.</p>
<p></p>
<p>Update: Sorry, I found argument in the recursion of this call doesn&#39;t satisfy the range. </p>",Can you double check your assert statements and tests. Are you certain that is the test causing issues? 10536657 is valid input so it might be a different test that is causing problems. 
"session2 exercise q2: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwa7mpvvkep%2F3927dd222a90d3b8e7b2f2e0af9083ec7e3efb0db192b096b6ded4c909961d60%2FScreenshot_2024-01-23_at_21.34.21.png"" alt=""Screenshot_2024-01-23_at_21.34.21.pngNaN"" /></p>
<p>for line 24, why can&#39;t we write &#34;return largest;&#34;?</p>","<p>We are just using printf there to get an output, to print the variable &#34;largest&#34;. Returning it will terminate the program, not output a value.</p>
<p></p>
<p>Update: And remember that main must always return zero in this course.</p>
We are just using printf there to get an output, to print the variable &#34;largest&#34;. Returning it will terminate the program, not output a value."
Marking for additional tests?: Will marks be deducted if our additional tests only consider a few circumstances but not all of them?,"You won’t be marked for your own test coverage, do make sure to do enough testing though.
You won’t be marked for your own test coverage."
"Question about side effect: <p>Can someone check I understand &#34;side effect&#34; correctly?</p>
<p></p>
<p>My understanding: </p>
<p>In the slide, it talks about a side effect. Generally, we use the word &#34;side effects&#34; for the functions. For example, we say a function has a side effect if it changes any other state that is outside its scope.</p>
<p>For example,</p>
<p>1. a function prints out something (changes the state of the output stream which is a state)</p>
<p>2. a function reads something (changes the state of the input stream which is a state)</p>
<p>3. a function mutates a value stored in a global variable</p>
<p></p>
<p>Also, input and output stream is considered as outside the scope of any function including int main().</p>
<p></p>
<p>Always appreciate your feedback.</p>",<md>seems correct to me.</md>
A1 q2: Nevermind,<md>solved</md>
Requires statement for helper functions: Do we need a requires statement for the helper functions we create or can we assume that the assert in the main function is enough? ,"If you think a function will come with some requirements, you should document it, assert in the main function <strong>is </strong>enough for assertion tests, but you should still assert any inherent requirements that come with a function. Keep in mind that testing your assertions and hand-marking are not the same thing, and you would lose marks if you are hand-marked for style (which you will later in the course)."
Installing cs136.h on personal code editor: I would like to install the &#34;cs136.h&#34; extension for my personal text editor. How can I do so?,"<md>You can instead include modules separately that are included in cs136.h. Specifically, you can use 
#include<stdio.h> for printf and scanf, #include<assert.h> for assertions, and etc. You will need to do so in later assignments so you could try it for now for practice.</md>"
"Comments for helper functions: Do we need to write comments for every helper function? (including purpose, requirements, etc.)","<md>yes, if you want to be perfect in style.</md>"
"Assertion failing even though the code output is right manually.: When I manually print my code&#39;s output using printf, the output is correct. However, when I use assert to check the output under the exact same conditions, the output is incorrect. How do I fix this?","Assert can only be used to test the returned value of function, not the output. Try $$\texttt{run with tests}$$
Assert can only be used to track the returned value of function, not the output. Try $$\texttt{run with tests}$$
If you are still having issues, make a private piazza post and show us some code. While there have been some useful suggestions below, if there is something else wrong with your code we wouldn&#39;t know about it without seeing it. Do make sure that if you are going to post code, your post is set to private."
"log_2 exercise typo?: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwa7mpvvkep%2F763f0b79013679668c456b1701cd128f6d5e240396955910ae3143f7ac236913%2FScreenshot_2024-01-24_at_22.49.44.png"" alt=""Screenshot_2024-01-24_at_22.49.44.pngNaN"" /></p>
<p>Is there a typo in line 16? Shouldn&#39;t it be &#34;log_2_worker(n, acc) is the worker function for log_2(n)?</p>","Yes, that is a typo. Thanks for bringing that into our attention."
Session 3 slides: When is session 3 slides going to be posted?,"I am sorry about this. Adrian typically uploads them but he must have forgotten. <strong attention=""kiiyg8ilqcw1tv"">@Adrian Reetz</strong> could you please upload these."
"Implicit Declaration of Function warning: <p>For reference, I created a helper function round_divide for A01 Q2. The code works just fine and all the tests pass but I am getting a warning:</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwec73jwh6mz%2Fbf131c77fe0be93727bb55a12bb1681dc0291c1db945214cc211147a6595d8dc%2Fimage.png"" alt=""image.pngNaN"" />Should I ignore it, even though my code is working fine?<br /><br />Edit: marmoset doesn&#39;t seem to accept my submission because of this warning. Any suggestion on how to solve this warning?<br /><br /></p>
<p></p>
<p></p>","i think it might be because you are calling a function before declaring it. Is your helper round divide written before your main function?
The student answer is correct. To use a function, the definition of the function must have happened physically earlier in the code. My guess is that your helper function is defined below the code that uses it. Just move it above."
"Can someone help me explain what is happening? :(: <img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwedxqjbh6yr%2F0562d94f4c89edb9a0acb6d5445084cf91f085200956109ba69d8665882aad87%2FScreenshot_2024-01-25_at_2.58.08_AM.png"" width=""2642"" height=""332"" alt="""" />","It says &#34;Type double literal used, which is not allowed for this question&#34;. Perhaps you are using decimals in your code somewhere? (which isn&#39;t allowed btw)"
A1 Q1: Can we use multiplication to determine sign of the quotient?,q1a disallows you to use * / or % operators. But you are told that you can use the abs function (short for absolute value). You could use that.
A1 Q1a): Do we assume that the num is divisible by denim or there is a chance that I can get decimals?,"<md>Update: The only requirement is denom $$\ne0$$</md>
<md>The only requirement is denom $$\ne0$$</md>
<md>The only requirement is `num > 0` and `denom > 0`</md>
Treat it as the division c does when you use /. The decimal is cut off completely "
A1 Q1b Are we allowed to use helper functions?: ,"<md>You can use them.</md>
<md>yes</md>"
"Operator precedence in expression: <p>int i = 5;</p>
<p>int x = i &#43;&#43;;</p>
<p>--&gt; x = 5, i = 6</p>
<p></p>
<p>Operator (&#43;&#43;) has higher precedence than operator(=), why is i assigned to x first and then got incremented after?</p>
<p></p>
<p>Also, for the following:</p>
<p>i = 2;</p>
<p>j = i * i &#43;&#43;;</p>
<p></p>
<p>Is j gonna be 4 or 6?</p>
<p></p>
<p></p>","1. It&#39;s a property of the i&#43;&#43; operator to produce the original value first before incrementing it. If you want to produce the incremented value, consider using &#43;&#43;i.<br />You can check slide 44 of the second module for more details.<br /><br />
<p>Fun fact for your second question, if you try to evaluate &#34;i=2; j=i*i&#43;&#43;&#34; in the sandbox it will produce a warning about &#34;unsequenced modification&#34; which lead me down the stack overflow rabbit hole.</p>
<p></p>
<p>The answer to your 4 or 6 question is, apparently, &#34;both, but it depends&#34;. There is an interesting writeup on it <a href=""https://stackoverflow.com/questions/4176328/what-are-sequence-points-and-how-do-they-relate-to-undefined-behavior"" target=""_blank"" rel=""noopener noreferrer"">here</a> about this topic, though be warned that sequence points and their eccentricity is <strong>well</strong> beyond the scope of this course (and gets into &#34;standards&#34;, which I would rather not touch). Essentially it boils down to whether or not your compiled code <em>fully</em> evaluates i&#43;&#43; first or not (i.e. i&#43;&#43; states &#34;evaluate than increment&#34;, which could also be interpreted as &#34;evaluate i = i &#43;1, then use it&#34;, yielding 6)</p>
<p></p>
<p>In the case of the environment used for edX, the value you get is 4 (i*i first, then i&#43;&#43;), but as I said, this is a choice made by the compiler we use, not the universally correct answer.</p>
<p></p>
<p>EDIT: I should also say, you should probably avoid doing anything that spits out warnings, as it is <em>technically</em> incorrect. Better to have well defined code (i.e. i&#43;&#43; and j=i*I separate) than code that can be misinterpreted.</p>
<p>Fun fact for your second question, if you try to evaluate &#34;i=2; j=i*i&#43;&#43;&#34; in the sandbox it will produce a warning about &#34;unsequenced modification&#34; which lead me down the stack overflow rabbit hole.</p>
<p></p>
<p>The answer to your 4 or 6 question is, apparently, &#34;both, but it depends&#34;. There is an interesting writeup on it <a href=""https://stackoverflow.com/questions/4176328/what-are-sequence-points-and-how-do-they-relate-to-undefined-behavior"" target=""_blank"" rel=""noopener noreferrer"">here</a> about this topic, though be warned that sequence points and their eccentricity is <strong>well</strong> beyond the scope of this course (and gets into &#34;standards&#34;, which I would rather not touch). Essentially it boils down to whether or not your compiled code <em>fully</em> evaluates i&#43;&#43; first or not (i.e. i&#43;&#43; states &#34;evaluate than increment&#34;, which could also be interpreted as &#34;evaluate i = i &#43;1, then use it&#34;, yielding 6)</p>
<p></p>
<p>In the case of the environment used for edX, the value you get is 4 (i*i first, then i&#43;&#43;), but as I said, this is a choice made by the compiler we use, not the universally correct answer.</p>"
"A1 Q1C: In the case of nth_hailstone(5, 0), should the output be 0 or 5.","<md>What do you get if you apply $$h$$ to 5 zero times, i.e., not at all?</md>
<md>What do you get if you compute $$h(5)$$ zero times, i.e., not at all?</md>"
"A1Q2 - Clarification about rounding: <p>Hello!</p>
<p></p>
<p>According to the assignment instruction below:</p>
<p></p>
<p>&#34;For example, if a student had 79% in their midterm and 35% in their final, they would have earned exactly 49.67% for the exam component, which we would round to 50%, which means that the exam component was passed.</p>
<p>Be aware, however, that the rounding for the overall mark only happens once (at the end): we do <strong>not</strong> round exam and assignment components before applying their weight, and then round again!&#34;</p>
<p></p>
<p>Do we round the &#34;final&#34; overall mark or can we round up the exam component? Let&#39;s say the student has 49.67% on the exam component and has an overall mark above 50%, it that considered to be a pass?</p>","<md>Do we round the ""final"" overall mark or can we round up the exam component?

For checking the overall mark you should not round the exam component and only round at the last step of calculation for the overall mark.

To check the exam component, you should round it.


Let's say the student has 49.67% on the exam component and has an overall mark above 50%, it that considered to be a pass?

Yes, this is a pass.</md>"
"Requires: <p>Do I have to code to satisfy the requirements, or are these just the requirements for input?</p>
<p>For example, Q1a1 states &#39;requires: denom cannot be 0&#39;,</p>
<p>does that mean I have to code something that prints out &#39;invalid input&#39; when 0 is inputted for denom, or is it just a requirement for valid input from users?</p>","<p>You need to assert all the requirements by assert(some condition check here).</p>
<p><br />&#34;does that mean I have to code something that prints out &#39;invalid input&#39; when 0 is inputted for denom, or is it just a requirement for valid input from users&#34;, you just need the assert statement. </p>
<md>You need to assert all the requirements by assert(some condition check here).</md>"
"session2 exercise: I notice that there are 3 problem solutions in &#34;session2 exercise solution&#34;, however there are only 2 problems in the exercise page. Are we missing one problem?","<md>`read_largest` and `find_largest` look like the same thing, other than that, yes there seem to be more solutions than problems</md>"
