Question,Answer
"Compiler Issue: Linker Input File Not Found: <p>During tutorial today my compiler would keep displaying an issue that would repeat this following message. </p>
<p></p>
<p>gcc: warning: &#39;tut1: linker input file unused because linking not done<br />gcc: error: &#39;tut1: linker input file not found: No such file or directory<br />gcc: warning: problem: linker input file unused because linking not done<br />gcc: error: problem: linker input file not found: No such file or directory<br />gcc: warning: 1.c&#39;: linker input file unused because linking not done<br />gcc: error: 1.c&#39;: linker input file not found: No such file or directory<br />gcc: warning: 1.o&#39;: linker input file unused because linking not done<br />gcc: error: 1.o&#39;: linker input file not found: No such file or directory</p>
<p></p>
<p>however, when I attempt to compile the folders from lab1 which I have already completed, there are no issues and it compiles as normal. Can anybody help?</p>","as the error message suggests, it can’t find files 1.c or anything of the sort. Can you show us your files and your directories from your tutorial? That would help a lot. I suspect you are in the wrong directory probably. <div><br /></div><div>Your lab 1 files work because your folder is probably configured to lab1</div>"
"Lab 2: <p>Since I have finished lab 1, I wanted to get ahead with lab 2. When will it be posted?</p>
<p>Thanks!</p>","<md>Tuesday I believe.

Salma: It's available now.</md>
Tuesday I believe."
"Error Compiling: <p>Hello,</p>
<p></p>
<p>When I try to compile my code I get this error. I have included math.h so I am not sure why it isn&#39;t recognizing pow and sort <a href=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl7tdlic4pkg326%2Ffc2f6cbf27771d7ed0ee01469d54c1c3a208852137c25be8430749865a27d183%2FScreenshot_2024-01-15_at_8.07.11_PM.png"" target=""_blank"" rel=""noopener noreferrer"">Screenshot_2024-01-15_at_8.07.11_PM.png</a></p>
<p></p>
<p>Thanks in advance!</p>","<md>See the pinned Lab 1 FAQ for fix that doesn't require you to change how you are compiling your code.

But if you want to try manually compiling, navigate to the directory your `.c` file is in, and run

`gcc filename.c -o filename -lm`

`-lm` explicitly includes `math.h`, and to run the executable, run

`./filename`

hope this helps!</md>"
"Where does VS studio code return 0?: <p>Hi, I&#39;m having a slight trouble finding where the 0 is if the code executes successfully. Do you guys know where it is? I thought it would be in the output section of VS code but it&#39;ll only give an error. Thanks : ) </p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ukxwtvpx3hs%2F91a83fbc1322b9eb5b37f662d19ff9080b022bf0a2b447407671b5a236d73a66%2FScreenshot_2024-01-15_at_20.47.45.png"" alt=""Screenshot_2024-01-15_at_20.47.45.png"" width=""280"" height=""150"" /></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ukxwtvpx3hs%2Fde3ce922c2ce4682011ef7d5f21fb4239cfef022497cdc47cdda573f6185931b%2FScreenshot_2024-01-15_at_20.50.33.png"" alt=""Screenshot_2024-01-15_at_20.50.33.pngNaN"" width=""402"" height=""127"" /></p>
<p></p>
<p></p>","I believe this value isn&#39;t outputted in the output or terminal, as it is something that is used by the operating system to see if your program ran successfully. If no errors (syntax related) come up, that means your program has run successfully.
<md>If your question is ""Where is the 0 from `return 0;`?""

It is not printed. Printed things are only printed through `printf`.

We haven't yet discussed functions, so the following information is missing. It is a value that can be used to know if your code ran successfully. 

Try out return 1 (or any non-zero) number in VS Code. It will show that your code terminated with an exit code that is the same as the number you entered. Any non-zero number will result in a message saying your code exited with non-zero exit code. This signals something went wrong. If we reached a return 0. The code will stop executing, and exit code is 0 (meaning successful execution).

![image.png](/redirect/s3?bucket=uploads&prefix=paste%2Fjlzv60dhucu1fm%2Fb8472f751fa2b39b121c5c659a9654900f63c877e17c4b9558efb44e4a93b6bb%2Fimage.png)</md>"
lab 2: where do we find lab 2 on quercus? it&#39;s not linked in the labs page...,"<md>Until it is updated on the lab page, you can find it in the files section: https://q.utoronto.ca/courses/330896/files/folder/Labs/Lab%202?

Salma: It's there now! Apologies!</md>
Until it is updated on the lab page, you can find it in the files section: https://q.utoronto.ca/courses/330896/files/folder/Labs/Lab%202?"
"Lab 0 Issues with Compiler: Followed the video but I seem to have run into an issue. I&#39;ve set the path correctly, when I tested if I had the things installed by typing like g&#43;&#43; --version, they were all giving me the responses I wanted<a href=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flke8u86del175n%2F167700118a65cffc5e2aa69afa3a2a2e154c63e8af8e37977b6755612f5b010c%2FScreenshot_%284%29.png"" target=""_blank"" rel=""noopener noreferrer""></a> to get(shown on the video). However, I keep getting this message in the terminal. <img src=""/Screenshot_%284%29.png"" alt="""" /><a href=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flke8u86del175n%2F167700118a65cffc5e2aa69afa3a2a2e154c63e8af8e37977b6755612f5b010c%2FScreenshot_%284%29.png"" target=""_blank"" rel=""noopener noreferrer""><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flke8u86del175n%2F167700118a65cffc5e2aa69afa3a2a2e154c63e8af8e37977b6755612f5b010c%2FScreenshot_%284%29.png"" width=""1920"" height=""1080"" alt="""" /></a>","<md>May you show the path you set? Maybe there is a spelling mistake?

Also, in VS Code, there is a manage button at the bottom left, click on it > Settings > Type compiler path and show me what you see. 


![image.png](/redirect/s3?bucket=uploads&prefix=paste%2Fjlzv60dhucu1fm%2F1f4a48555836c87a0708464fa813e35d11309ba330666557aad75fa45c3d2cde%2Fimage.png)</md>"
"Section 104 Tutorial: Hi, where can we find the tutorial section 104 notes from today&#39;s class? They are not posted on quercus and i cant seem to find them. Please assist, thanks.",Tutorial materials will be posted at the end of the week
"Lab 2- Range of arcsin function: In the instructions of lab 2 part 1, it says to use law of sines to calculate the other two unknown angles. However, arcsin(sin(theta)) has two different outputs from 0 degrees to 180 degrees, right? Are we meant to account for this in our code? I think I saw online that the arcsin function in C will always output the acute angle, but what happens in cases when the correct angle is meant to be an obtuse angle? Or is there always two possible triangles in cases like that?","<md>Good question. 

No, don't account for this in your code. Just use the law of sines as indicated in the question.</md>"
"Lab 2 - Part 2 Assumption: Hi! For part 2 of Lab 2 can we assume that the input for the current time is valid? For example, inputting 15:90 as the current time would not be a valid time.","Yes, assume input is always valid"
"How to Arrange Files: I was having some trouble moving the parts of lab 1 inside of the directory for lab 1 - every time I try to it shows lab1/lab1part1 rather than it being a subsection of the directory. If somebody could show me how to get around this that would be great, thanks in advance. ","<p>Your lab1part1 is a subsection of lab1. That&#39;s the default way VS Code formats directories when there&#39;s only one folder inside of a folder.</p>
<p></p>
<p>If you prefer it expanded where you can see the directory hierarchy, you can change it in the settings:</p>
<p></p>
<p>File &gt; Preferences &gt; Settings &gt; Features &gt; Explore &gt; Uncheck &#34;Compact Folders&#34;</p>"
"Question about Library Usage for Lab 2 Part 3: <p>Hi, is usage of the stdlib.h library allowed for Lab 2 Part 3, or are we limited to stdio.h and math.h?</p>
<p></p>
<p>Thanks</p>
<p></p>
<p>Update: Also, what about string.h, specifically to use strcmp()?</p>","<p>My prof mentioned we are allowed to use the math libraries for this assignment. The string.h is unsure. But you can definitely use stdio.h and math.h. </p>
<p>Also by the time this is due, we would have covered loops so that will be usable as well (view TA response below). </p>
<p></p>
<p>Note: I only mention string.h as unsure since scanning is majority of the complexity within the problem. </p>
<p>My prof mentioned we are allowed to use the math libraries for this assignment. The string.h is unsure. But you can definitely use stdio.h and math.h. </p>
<p>Also by the time this is due, we would have covered loops so that will be usable as well.  Generally, the rules for these assignments as mentioned by profs earlier in piazza is to use whatever method you see fit, granted, it is not abused (aka a library or external function that does the entire question for you). </p>
<p></p>
<p>Note: I only mention string.h as unsure since scanning is majority of the complexity within the problem. </p>
<p>My prof mentioned we are allowed to use the math libraries for this assignment. The string.h is unsure. But you can definitely use stdio.h and math.h. </p>
<p>Also by the time this is due, we would have covered loops so that will be usable as well.  Generally, the rules for these assignments as mentioned by profs earlier in piazza is to use whatever method you see fit, granted, it is not abused (aka a library or external function that does the entire question for you). </p>
<p>String library no! You can read into char variables. </p>
<p></p>
<p><strong>Hint: </strong>If you use stdlib, you will be doing something wrong! Read about the function you want to use from stdlib. You will find out it does more harm than good. Post privately if you need further hint on that. </p>
<p></p>
<p></p>"
"lab 2 convert floating point to integer: <p>I&#39;m having trouble running my code for part 2. There are no &#34;problems&#34; shown (no red underlines or anything) so I&#39;m not sure why it&#39;s not compiling.</p>
<p></p>
<p>I think it&#39;s because I converted a float into an int by doing <kbd>int var2 = </kbd><kbd>(int)var1</kbd>, but I don&#39;t know how else I would be able to convert it to an integer. I tried doing just <kbd>int var2 = var1</kbd>, but it gave me an error of implicit conversion. Does anyone know how else I could do this?</p>",please show the error message 
"Lab 2 - Part 2 Question about rounding time: If the user enters the current time as 00:00 and the trip time as 1.13 hours, would we round the arrival time so that the output is 01:08?","I think the time should be 1:07, since it states that we round down to the lowest minute"
"Lab 2 - Part 2: I am having a slight issue rounding the minute to the lowest minute. My approach was to convert the arrival time to a decimal, do all necessary calculations, then convert the decimal to minutes; however, when I try to typecast or floor a double that gets outputted as what seems to be a whole number, it goes to the preceding number (e.g. 12.0 --&gt; 11). I believe this is because floats are not totally precise, which is probably the case in the issue I am having, and I know using the round function will violate the condition of rounding the minute to the <strong>lowest </strong>minute for some cases, so I am wondering what I can do to solve this issue. Any hints or suggestions will be greatly appreciated!","<p>If this issue is with all numbers, please post a private post with your code, and I will look into it. Or better, try using the debugger. It will show you what is stored in the numbers. </p>
<p></p>
<p>I am afraid your issue is just with certain numbers. If this is the case, yes. `double` or `float` are not data types that store all numbers after the decimal place, so there is an issue with precision indeed. There are ways to avoid it, but it&#39;s too advanced for the course to discuss. This is one place that discusses this issue online: <a href=""https://learn.microsoft.com/en-us/cpp/build/why-floating-point-numbers-may-lose-precision?view=msvc-170"">https://learn.microsoft.com/en-us/cpp/build/why-floating-point-numbers-may-lose-precision?view=msvc-170</a></p>"
"lab1part3 the executable does not exist: <p>On remote ECF, I compiled the codes but could not run them. It appears that the executable does not exist.<br />I already installed C/C&#43;&#43; and the runner extensions on remote ecf.<br />This only happened to lab1part3, so I&#39;m wondering if it&#39;s caused by including the math.h library.</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ukvxxl163b9%2F82ccbf5baf78b043f606213aeacdeb873493f71a0e1a372331f7ceda09f35932%2Fnot_executable.png"" alt=""not_executable.png"" /></p>","Try compiling using the gcc commands? 
<p>Did you select the correct folder to compile?</p>
<p></p>
<p>If yes, try the solution in @95 Question 2.</p>"
"Output formatting for lab2part1: <p>The expected output in the PDF for lab 2 part 1 showed that everything in the &#34;enter&#34; fields is separated. However, in the testing it shows the fields being all on one line. Which one should we follow? <img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ukw3gw6z3br%2F2fd783ebd4711c9df2c5d914be894f793121ee216444cc65493304cd2de128bb%2Fimage.png"" alt=""image.png"" /></p>
<p>vs </p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ukw3gw6z3br%2F7f709ee418dc01d703512300ed7a81e28218560ac6582042a09b010ec6c9dd71%2Fimage.png"" alt=""image.png"" /></p>","It is the computer input, not what your output should match. Format it as you see on the lab handout. 
<p>Need professor input for this.</p>
<p>edit: When I copied the same format as the sample output it worked for me - matched the test cases</p>
Need professor input for this. 
This happened in Lab1 as well. Pick the output that matches the autograder. Thats the only way you will get credit for doing it correctly I presume. "
"lab1 part 3 unit conversion question: would it be safe to assume that the planet&#39;s mass is over 1000, where there are 3 0s, because my code works that way so when i input 100, it says there is no mass. Should it instead be programmed for the unit converstion of 10^21 to work with a mass that is any number? and is there a way to do this without involving if statements, because right now my code only converts numbers in the thousands to 10^21. ",Resolved below
Question for lab2part3: I was wondering if I am allowed to use C&#39;s string.h library. That would allow me to use strcmp functions for this part of the lab.,"<p>I think the use of other libraries was discussed in @175, but you should be able to do it without using the string functions. I did it by indexing the first letter of the unit string after scanning it.</p>
<p>You might have to wait for an official professor&#39;s response on this</p>
<p></p>
<p>Edit: You are <strong>not</strong> allowed to use the string.h library, this can be done simply by scanning %c. </p>
<p>I think the use of other libraries was discussed in @175, but you should be able to do it without using the string functions. I did it by indexing the first letter of the unit string after scanning it.</p>
<p>You might have to wait for an official professor&#39;s response on this</p>"
"Lab1 Part 4 Adding Code?: <p>Hi,</p>
<p></p>
<p>I am wondering if we are allowed to add lines of code or are we only allowed to work with what we have and fix small errors such as changing int into double. </p>",never mind please disregard this question. I&#39;m not sure how to delete the post
"ASCII Codes upper and lowercase: I thought it was the opposite: (lowercase has bigger ASCII code)? Textbook says otherwise. Can someone explain what it means?<img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flk0jey96abk4yb%2Fc974485ad62249c33a57f7f6f9eacd305d92097bec92f97dfdc15d3b49f8772a%2FScreenshot_2024-01-16_143759.png"" width=""1707"" height=""534"" alt="""" />","<p>Good catch. I believe you are right. A is 65 and a is 97.</p>
<p></p>
<p>Salma: It&#39;s fixed now! In the future, if there is a mistake in the book, please make sure the post remains unresolved till I fixed it and reply. This post was resolved due the instructor comment, and I missed it as I mainly check unresolved posts. Thank you again!</p>
Good catch. I believe you are right. A is 65 and a is 97."
"Lab2 Part2 Math Library: <p>Hello,</p>
<p>I used the<strong> floor() </strong>function in the math library for lab2part2, however, the testing commands do not include &#34;<strong>-lm&#34;</strong> in the end. Should I not use the math library in lab2part2 in this case?</p>
<p>Thank you.<img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ukh5cyqz224%2F51d29d137fc390d2d8a1b134382cb699d70643504cbe7c2589f555584ae197fe%2FScreenshot_2024-01-16_at_2.40.51_PM.png"" alt=""Screenshot_2024-01-16_at_2.40.51_PM.pngNaN"" /></p>",You can try using type casting instead of the floor function.
"Where is the Tutorial TA for TUT0102: It&#39;s 20 minutes past 3 and there&#39;s no TA here for the 3:00PM TUT0102, is this tutorial dismissed?🙁","What is the location of the tutorial? Room number please?
What is the location of the tutorial?"
Lab2 part2: Can someone give me a hint as to how I can display the new time like 01:05 for example? Right now it’ll show as 1:5 for me. The way I tried is using many if and else if statements but it became very long so I don’t think I’m doing it correctly. ,"Well, to do that, you need to add/include the number of spaces you would like before ur number. So for example, if I said I wanted the number to take two spaces I would write it as: %2.0lf (LF is for a double). So if you want zeros in front of your value then you should write %02.0lf which would fill in any gaps with zeros when the number is under 0.
Well, to do that, you need to add include the number of spaces you would like before ur number. So for example, if I said I wanted the number to take two spaces I would write it as: %2.0lf (LF is for a double). So if you want zeros in front of your value then you should write %02.0lf which would fill in any gaps with zeros when the number is under 0.
Well to do that you need to add include the number of spaces you would like before ur number. So for example, if I said I wanted the number to take two spaces I would write it as: %2.0lf (lf is for a double). So if you want zeros infront of ur value then you should write %02.0lf which would fill in any gaps with zeros when the number is under 0.
Well to do that you need to add include the number of spaces you would like before ur number. So for example, if I said I wanted the number to take two spaces I would write it as: %2.0lf (lf is for a double). So if you want zeros infront of ur value then you should write %02.0lf which would fill in any gaps with zeros when the number is under 0. "
"Lab1 - remote access does not understand math.h: <p>/tmp/ccYmCL8U.o: In function `main&#39;:<br />lab1part3.c:(.text&#43;0xc3): undefined reference to `pow&#39;<br />lab1part3.c:(.text&#43;0x117): undefined reference to `sqrt&#39;<br />collect2: error: ld returned 1 exit status<br />make: *** [&lt;builtin&gt;: lab1part3] Error 1</p>
<p></p>
<p>is the error they gave me. I tried using the same code locally in my computer and it works but it doesnt on the remote access window.</p>",  
"Lab1Part3 Unknown Calculational Error: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm6unadbfxc6rw%2Fc8b671c4ce47138d8ce3b6acdf0aeb8b734585b3c30c86dc2f145bac9c6aaea6%2Fimage.png"" alt=""image.png"" /></p>
<p></p>
<p>For some reason, when trying to produce the planet mass in the form of &#34;xyz x 10^21 kg&#34; by dividing the original mass by 10^21 kg, my code produces 0. Can someone help me troubleshoot potential errors for this reason?</p>","<p>Did you consider unit conversions when calculating the mass and velocity? Additionally, you can use the debugger to run your code line by line (by inserting a breakpoint) and pinpoint where there is a mistake in your code.</p>
<p></p>
<p>Salma: I applaud the suggestion of the debugger. *I am clapping now*</p>
Did you consider unit conversions when calculating the mass and velocity? Additionally, you can use the debugger to run your code line by line (by inserting a breakpoint) and pinpoint where there is a mistake in your code.
Did you consider unit conversions when calculating the mass and velocity? Additionally, you can use the debugger to run your code line by line (by a breakpoint) and pinpoint where there is a mistake in your code."
"Lab 2 part 2 trip time: Can we assume that the user will input maximum 1 digit for the minutes, meaning 2.1 and not 2.15?","<p>The trip time is given solely in hours. An input of 2.1 hours is equivalent to 126 minutes and an input of 2.15 is equivalent to 129 minutes.</p>
<p></p>
<p>edit: Read the clarification above, but yes, the user can input any double including 2.15 5.52 5.5 etc,. </p>
The trip time is given solely in hours. An input of 2.1 hours is equivalent to 126 minutes and an input of 2.15 is equivalent to 129 minutes."
"Is it okay to use operators we haven&#39;t covered yet?: Such as:<br />ELSE IF, AND, OR<br /><br />Considering where we currently at in the course, is it inappropriate to use these to help solve our lab questions? Specifically lab 2 ","Yes. You have to consider when these labs are due, Lab 2 is due around the end of the month. My section started loops this week, so we will definitely have covered that topic by then. "
"Inefficient code at this point in the course: At this point in the course, do I have to worry about creating too many variables and doing things in a long way even though they logically make sense? I know evaluations would work differently since they are under time constraints, so should that be something I look out for right now to not get in the habit of?","Not at this point in the course, but as a general practice you should keep your workspace easy to follow and as clean as possible. I assume when compilation time, efficiency and memory are discussed this will come up. Probably around recursion. "
"How to submit lab1: <p>When I try submitting my code, it gives me an error as shown below.. How can I fix it?</p>
<p></p>
<p>[(my user name)@remote lab1part1]$ cd ~/aps105/lab1/submission<br />bash: cd: /u/a/(my username)/aps105/lab1/submission: No such file or directory</p>","When I had that issue I typed up ~ instead of copy pasting it from the lab doc and it worked<div><br /></div><div>You should have a folder called &#34;submission&#34; under lab1 that contains all your .c files. See @126</div>
When I had that issue I typed up ~ instead of copy pasting it from the lab doc and it worked 
<p>You are not using the correct command</p>
<p></p>
<pre>
~aps105/lab1/submission 1</pre>
<p>No / after ~, you need the lab number too after the command.</p>"
"Lab1part3 Avoiding Rounding Error: <p>How do you avoid rounding error when using a small value like the gravitational constant? It keeps rounding to zero</p>
<p></p>",Resolved. <br />Helpful suggestions in @194
"Why does it say test failed when the output is exactly the same: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fljwq28ltipr1is%2Faa359e78feee143804021751f4fddaba1fa51d0a9046d690d36dcf8feb6b664f%2FScreenshot_2024-01-17_at_00.58.48.png"" alt=""Screenshot_2024-01-17_at_00.58.48.pngNaN"" /></p>
<p>Am I tripping? Thanks guys</p>",You forgot the &#34;Calculating the escape velocity...&#34; perhaps... not 100% sure though
Lab Submissions: Are lab submissions final? Or if we submit and notice we fail a test can we submit again?,"You can submit as many times are you like, the tester will use your latest submission before the deadline for grading."
"Lab2 question: To print a decimal with a specific number of decimal places, are we supposed to round the number first or use %.#f as the formatter when printing (where # is the number of decimal places you want)","Using the &#34;%.#f&#34; format specifier rounds the number to the number of decimal places you want.
Using the &#34;%.#lf&#34; format specifier rounds the number to the number of decimal places you want."
"Lab 2 Part 3: For lab 2 part 3, are we supposed to use characters or strings? Or can it be done with only if statements or boolean?","We&#39;re not allowed to use strings, but you can use characters."
"textbook 2.4: why is cos(M_PI*2)=-1 I think it is 2pi which is equals to 1.<img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm44343jfuy70y%2F5fcfcdc30ee6f8cd65b316bf2ff3964eb672e3cded127de73c304d29b694bb34%2F__2024-01-17___1.38.21.png"" alt=""__2024-01-17___1.38.21.pngNaN"" />","not sure why this is the case, when I test out the code I get 1. 
<md>should be 1

Salma: Thanks for pointing out the typo! It's now fixed!</md>
should be 1"
"Lab1Part4 - Assumptions: <p>The instructions say we can assume that the number of days will always be positive. Can we also assume that the rental period will be non-zero and whole numbers (ie. no 1/2 day rental period, no partial days)?</p>
<p></p>
<p></p>","On the discord, Prof Eyolfson said that the number of days is an integer that is greater than or equal to 0.
<md>That's mentioned in the handout (if you read it carefully):

![image.png](/redirect/s3?bucket=uploads&prefix=paste%2Fjlzv60dhucu1fm%2F3d1cfdb158a4cb54b548afc40e50c1cf488282254b3ade3cdbf48c973c33f5e5%2Fimage.png)</md>"
"Rounding for Labs: When rounding numbers in labs to a certain number of decimal points, are we supposed to use the format specifier, round() function, or rint() function? I am asking this since the lab instructions do not specify whether a number like 5.55 will round to 5.6 or 5.5, or whether a number like 5.65 will round to 5.7 or 5.6.","so if you have a number like 5.55 and assign it to int, it cuts off the number to appear as 5. To make something print as a certain number of decimal points, use %0.5lf, if you wanted to print 5 spaces. If 6, it would be 0.6 and lf is the specifier for double. Hope this helps :)"
"lab2part3: <img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ul8cpbly4hi%2F1d332709734e9cca0155975f01ccb7eb9892709666546024a90bb5aca54c8e34%2Fimage.png"" alt=""image.pngNaN"" />There is a little difference between the expected output and actual output. Can some one give me some ideas to solve this problem?","There should be a space in your printf where the user inputs something.
<md>meters VS. metres</md>"
"lab 2 error for floor and fmod: <p>Hi there, I&#39;m getting an error for using floor and fmod from the math library. What should I do? (this is in ecf by the way)</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fljx4dzqg8j76h5%2Fc198e77fa58274b32d76bf8908c9e8d6442cb543c0c36dd2800fb07ee73f6fd3%2Fimage.png"" alt=""image.png"" /></p>","from poster: oh i figured it out, I need to put -lm after. (could someone update the instructions for lab 2 to add -lm?)
@95"
Comments in code for labs?: Do we need to include comments in our code when we submit the labs? It&#39;s an automarker that&#39;s marking our assignment but I just want to check. I feel like this was mentioned before but I don&#39;t remember. ,"It is an automarker that is grading our labs, but it is still good practice to include comments in code to improve readability.
@69<div>good practice to use comments for sure.</div><div><br /></div><div>You won’t get punished for putting bee movie script in your code commented out and you also won’t get rewarded for having beautiful descriptions of your code either </div>"
"Lab2Part3 formatting: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm0spctbftd6h8%2F2ff10f1960a4c67b9f28753157f4f582ebce37c49bd6e02f4d472e9137f26ee4%2Fimage.png"" alt=""image.pngNaN"" /></p>
<p>can someone tell me the difference between these two actual/expected outputs? the ecf test cases say these dont match somehow</p>",Your spelling of &#34;separated&#34; does not match.
"lab2 part2 formatting: <p>Hey! I was wondering if the expected output is supposed to look like this because it looks different from the handout! Is the &#34;Enter trip time:&#34; supposed to be on a new line?</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7ukqm5d4t2vl%2F1f10e909d24479d783f56eea402a23b8adf60728308f2ae8e6ff1e423d2b8722%2FScreenshot_2024-01-17_at_11.26.15_PM.png"" width=""385"" height=""143"" alt="""" /></p>","No it should be on the same line (if you only check output from your program). The newline is because your input data has a new line character as the terminator. There is no newline character in the output.
No it should be on the same line. The newline is because your input data has a new line character as the terminator. There is no newline character in the output."
Submission test cases: Are the code tests that happen at submission the same test values that are on the lab document? Or are they different,We will have extra hidden test cases.
"Lab2 Part3: For part 3 of lab 2, are we assuming that the user will ALWAYS input a charge in either nanoC or microC, (only two options). Meaning that they will never enter a value with units just Coulombs?","<md>Yes, the units are either 

`nC` 

or 

`uC`</md>"
"Char question: When I try to write an if statement to check if the user inputs uC or nC, I get an error that says &#34;comparison between pointer and integer&#34;, how can I fix this? ",This indicates that the two things you compare (the user input vs. a checking char/array) are not the same type: one is an integer while the other is probably a pointer to a char array. You should make sure that they are of the same variable type. 
"Why is VS Code showing yellow formatting?: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm6unadbfxc6rw%2F47377970829136b4fb341903eb46ee58a2a703f78d16230bdebbdbd28e918b85%2Fimage.png"" alt=""image.png"" /></p>
<p></p>
<p>Why is lab1part4 highlighted as yellow? Is this an error or something that effects my code?</p>","nope<div>from your extensions probably </div><div><br /></div><div>The meaning of it: </div><div>it means you’ve made a change (i think ? not 100% on this)</div>
I think it could also indicate a warning in your code (i.e., declared a variable and did not use it anywhere)."
"Issue with Lab1part 3: <p><a href=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flm7uk2texrfpt%2F6361f13c15e1abd6865f06122820c90907b95bac4fd18e783b1e85203041d4fd%2FScreenshot_2024-01-18_at_1.45.14_PM.png"" target=""_blank"" rel=""noopener noreferrer"">Screenshot_2024-01-18_at_1.45.14_PM.png</a></p>
<p></p>
<p>I keep getting this on the Terminal when I compile my code, I can&#39;t run my code to test it. I don&#39;t know what is the problem</p>","When running the gcc command, are you including &#34;-lm&#34; at the end?
@95 <div>abt the math library </div>"
"Lab 2 Part 2: Are we allow to use if statements for this part of the lab? I don&#39;t see anywhere in the lab instructions that says we can&#39;t, but one of the TAs thinks that no if statements are allowed.",allowed!
return 0;: Quick question do we lose marks in the labs if we forget to include &#34;return 0;&#34; at the end under int main(void){}?,Just remember to add return 0 at the end. It should be there for any program.
Allowed libraries/functions: Are we allowed to use the string.h library and the strcmp() function to compare strings in part 3 of Lab 2? ,"No, we&#39;re not allowed to use the string library."
Lab 2 Warnings: Is it ok if we have warnings in our code but it still works just fine?,You will not lose marks because of warnings but it is highly recommended to resolve your warnings. Warnings typically mean something.
"Lab Submission ECF Password: <p>Hello, I am trying to submit my lab through remote ssh connection, but I am getting an error that says unable to connect when I entered my password in. I initially thought I got my ECF password wrong, but I double checked that I could log in to a physical ECF computer with my ECF password. (I&#39;ve tried copy pasting, etc from ECF password to ensure there is no typing error).  Could you assist me in submitting my lab please, as the deadline is approaching? </p>
<p>Thank you! </p>",Resolved below
"C storing approximate values: <p>Hi,</p>
<p></p>
<p>C is storing the value of 4.1 * 60 as 245.99999 instead of 246 (the correct answer). This is causing issues when I try to integer cast. Has anyone experienced this?</p>","<p>I have been experiencing this as well. One approach that I think can help is to store the minutes data in the integer part of a number, rather than in the fractional one. For instance, for &#34;1 hour and 30 minutes&#34;, instead of storing it as <kbd>1.5</kbd> store it as <kbd>90</kbd>.</p>
<p>*Seperate person here: Can you show exactly what the result is? C will sometimes have wonky ways to store the data values,  but most of the time it is reliable. </p>
I have been experiencing this as well. One approach that I think can help is to store the minutes data in the integer part of a number, rather than in the fractional one. For instance, for &#34;1 hour and 30 minutes&#34;, instead of storing it as <kbd>1.5</kbd> store it as <kbd>90</kbd>.
I have been experiencing this as well. One approach that I think can help is to store the minutes data in the &#34;integral&#34; part of a number, rather than in the fractional one. For instance, for &#34;1 hour and 30 minutes&#34;, instead of storing it as <kbd>1.5</kbd> store it as <kbd>90</kbd>.
I have been experiencing this as well. One approach that I think can help is to store the minutes data in the &#34;integral&#34; part of a number, rather than in the fractional one. For instance, for &#34;1 hour and 30 minutes&#34;, instead of storing it as 1.5 store it as 90.
This is because that double has limited precision. It is normal that there is a small delta between what you want to store and the actual value that  the machine stores. <div><br /></div><div>Check this link of IEEE 754 specification for more detail. <a href=""https://docs.oracle.com/cd/E19957-01/806-3568/ncg_math.html#:~:text=IEEE%20754%20specifies%3A,and%20occupies%2064%20bits%20overall."">https://docs.oracle.com/cd/E19957-01/806-3568/ncg_math.html#:~:text=IEEE%20754%20specifies%3A,and%20occupies%2064%20bits%20overall.</a></div><div><br /></div>
This is because that double has limited precision. It is normal that there is a small delta between what you want to store and the actual value that  the machine stores. "
