Question,Answer
Do homogenous system solutions always have parameters?: Just wondering,No. Consider a homogenous system of an identity square matrix.
"How to make use of square matrix in proof: <p>Hello,</p>
<p></p>
<p>I noticed that in a lot of proofs we are given that the matrix we are working with is nxn, or square. I often feel like this is included for a reason (as opposed to a regular mxn) but I never know how to make use of this in proofs.</p>
<p></p>
<p>I was wondering if there are any noteworthy properties or theorems that you can apply specifically to square matrices to help in proofs.</p>
<p></p>
<p>Thank you!</p>","You can multiply square matrices in any order and that will be valid, whereas if you have not square matrices, you need to pay attention to the order of multiplication.<div><br /></div><div>This is relevant in repeated multiplication (hence why $$A^2$$ is only defined for square matrices).</div><div><br /></div><div>Also, transpose of square matrices is also square, which may be handy when you may need to write $$(AB)^\top = B^\top A^\top$$.</div>
You can multiply square matrices in any order and that will be valid, whereas if you have no square matrices, you need to pay attention to the order of multiplication.<div><br /></div><div>This is relevant in repeated multiplication (hence why $$A^2$$ is only defined for square matrices).</div><div><br /></div><div>Also, transpose of square matrices is also square, which may be handy when you may need to write $$(AB)^\top = B^\top A^\top$$.</div>"
"WA1 Q3b: <p>For the first written assignment Q3b, how did the solutions get the circled red part <img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwehgz4527lv%2Fef255f51f4cd0d08df63daf6e4bf627d4c2896bd052c9f5c95af6b214abe0482%2Fimage.png"" alt=""image.png"" />?</p>
<p></p>","That is the same vector as taking the perpendicular of $$\vec w$$ onto $$\vec u$$, and then onto $$\vec v$$ (you should verify this is true).
That is the same vector as taking the perpendicular of $$\vec w$$ onto $$\vec u$$, and then onto $$\vec v$$ (you should veri du this is true)."
WP4 warm-up Q7: I&#39;m a little bit confused about what are some methods that could be used to solve this question or is there a trick to do this ,Can you find an easy way to express $$\vec{b}$$ as a linear combination of the columns of $$A$$? 
"RREF transformation marking scheme: <p>For the midterm, do we always have to write down the specific elementary row operations we do for each step of the solution? For exmaple, always write Rm -&gt; Rm-Rn, Rm -&gt; 1/Rm, etc.</p>
<p></p>
<p>Thanks! </p>","For the midterm, yes.   For the final, I would say no.  But maybe some of the instructors would disagree with me. "
"Practice Question: <p>Would this be a valid answer? </p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwdwgzo172ji%2Faf28e687a863e3ca8549406cf1cdbafb6f1b377bd6c7124ed4e2a7266c2343fc%2FIMG_2886.heic"" alt=""IMG_2886.heicNaN"" /></p>","<p>I don&#39;t think we are allowed to make the assumption that if $$A\vec{v}=0$$, then either $$A$$ or $$\vec{v} = 0$$. There&#39;s a section in the course notes:</p>
<p><br /><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwca7ky8m6lh%2Fd1047d15df16cc3d871580ffbbb2f6b926c30949c4ecc8dc840577e82ff70120%2Fimage.png"" alt=""image.pngNaN"" width=""641"" height=""166"" /></p>
<p></p>
<p>Property 2 (I think you used this one), does not apply to matrix arithmetic, and since a vector is just a nx1 matrix, this won&#39;t apply to matrix-vector multiplication either. So I don&#39;t think the argument works.</p>"
"REF: For the final row in REF, it doesn&#39;t always have to be all zero entries, right?","Correct, but if there are any 0 rows, they must be on the bottom. If there are no 0 rows then that is also fine."
"Linearly Independent: What does it mean for a set to be linearly independent, and is that something we could be tested on?","That won’t be tested. It means that no vector in the set can be represented as a linear combination of the other vectors, or, alternatively, the zero vector admits a unique representation as a linear combination of this vectors."
"General Question About proofs: If i have a proof of lets say span{v1, v2, v3} = R^3. Is it feasible to show for the backward direction that all the standard basis vectors, ie e1 e2 and e3 are a subset of the span so R^3 is a subset of the span?","I’m not sure what you mean by the “backward direction”, but you can use the result of WA1 q2a on the midterm."
"About subspace: I understood like.. if the vector solution set of linear equation system is the subspace of R^n, that vector solution set always goes through the origin, and always satisfies the homogenous equation. Is this right?  (a little bit confusing in this concept so my expression might be wrong. thank you for any feedback)",We haven&#39;t formally defined what a subspace is (and at this point you aren&#39;t required to know what it is.)  You will see later that a subspace will always include the zero vector and so if a solution set is a subspace it must include the zero vector.  That means that the system must be a homogeneous system.
"Computing column and row space:: <p>Hello,</p>
<p></p>
<p>In W4 Q4, we are asked for null, column, and row space. In the solutions, they basically just rip out the columns/rows and turn them into spans as the answer:<br /><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwca7ky8m6lh%2Febe97bdcad38cabe71b46472c72c7a2dea13c5112498e92f142306cd6bc83398%2Fimage.png"" alt=""image.pngNaN"" width=""578"" height=""320"" /></p>
<p>However my prof had told us in class that this is a bad answer (especially for column space), and when we did something similar in class we took the transpose of the matrix and computed the row space to get the column space of the original.</p>
<p><br />On a test which method should we use for situations where we need column/row space? I wouldn&#39;t want to take time reducing the transposed matrix into RREF if I didn&#39;t have to.</p>
<p></p>
<p>Thanks!</p>","If your answer is correct and well-justified using material that we covered, then you will earn full marks. Some people have a preference of which methods they prefer."
"column space and matrix equality: <p>Does this also mean that two matrices are equal if and only if they have the same column space?</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqw8rpo1vu6yt%2F509b7b9d56bef32b58bf004d7868cb872f61a739db93202f87d546101173d195%2FScreenshot_2024-02-11_at_5.37.30_PM.png"" alt=""Screenshot_2024-02-11_at_5.37.30_PM.pngNaN"" width=""835"" height=""78"" /></p>",No.<div><br /></div><div>Column space just means the set of things that can be represented as a linear combination of the columns. The same vector in both column spaces doesn’t have to take the same linear combination.</div>
"W4PP Recommended Problems Q2b: The solution for this question uses the fact that x and y can be arbitrary vectors in Rn, and lets x =ei and y=ej. Does that mean that the statement would be true even if the statement said there exists x and y instead of for all?","<p>No, at least not by the logic of the argument.</p>
<p></p>
<p>If something is true for all $$x, y$$, then you get to pick any $$x, y$$ and the statement is still true.</p>
<p></p>
<p>If something is true because there exists $$x, y$$ so that the statement is true, then you get to pick some $$x, y$$ to satisfy it, but you don&#39;t get to know what $$x, y$$ look like.</p>
<p></p>
<p>In this case, you would not know if the statement is necessarily true for $$x = e_i, y = e_j$$.</p>"
"Clarification of System Rank Theorem: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwdh2s3927me%2F9bbdabf1f5d73df9e32d1dee5066a863f3b6da3f9bb7b4f8bece233c211cdf75%2Fimage.png"" alt=""image.png"" /></p>
<p></p>
<p>For part (b): suppose we have a matrix whose $$r = m$$ (and is therefore consistent). Now suppose that we add a zero row to the matrix, and the corresponding $$b_{m+1}=0$$.</p>
<p></p>
<p>1. Then $$r\neq m$$, which means that the matrix is not consistent. But wouldn&#39;t both matrices technically yield the same solutions, since we&#39;re simply adding a row with all zeros?</p>
<p></p>
<p>2. Also, if given a matrix whose last row is all zeros (including the corresponding $$b_n$$), can we simply remove it from the matrix, because it doesn&#39;t give any additional information for solving for the solution?</p>","<p>1. Adding a zero row to the coefficent matrix, say at the bottom, and setting the corresponding b to be 0 doesn&#39;t change the ranks of A and [A |b]. So r=m and it is consistent.</p>
<p></p>
<p>Consider $$\left[\begin{array}{ccc|c} \ast & \ast & \ast &\ast\\ 0 & \ast & \ast &\ast\\ 0 & 0 & \ast &\ast\\ \end{array}\right]$$ and  $$\left[\begin{array}{ccc|c} \ast & \ast & \ast &\ast\\ 0 & \ast & \ast &\ast\\ 0 & 0 & \ast &\ast\\ 0 & 0 & 0 & 0 \\ \end{array}\right]$$.</p>
<p></p>
<p>2. Right, a zero row doesn&#39;t affect the solution of a linear system. It will autometically disappear when you convert it to linear equations.</p>
<p></p>
<p>However, only speaking of matrice, you cannot remove a zero row,  because</p>
<p>$$\left[\begin{array}{ccc|c} \ast & \ast & \ast &\ast\\ 0 & \ast & \ast &\ast\\ 0 & 0 & \ast &\ast\\ \end{array}\right]$$ and  $$\left[\begin{array}{ccc|c} \ast & \ast & \ast &\ast\\ 0 & \ast & \ast &\ast\\ 0 & 0 & \ast &\ast\\ 0 & 0 & 0 & 0 \\ \end{array}\right]$$</p>
<p>are completely different matrices (different size, one has full row rank and the other doesn&#39;t). They are equivalent, when you are using them to solve system of linear equations.</p>
<p></p>
<p>In short, you can remove redundant equations, but you cannot remove zero rows in a matrix.</p>
<p></p>
<p>1. Adding a zero row to the coefficent matrix, say at the bottom, and setting the corresponding b to be 0 doesn&#39;t change the ranks of A and [A |b]. So r=m and it is consistent.</p>
<p></p>
<p>Consider $$\left[\begin{array}{ccc|c}
\ast & \ast & \ast &\ast\\
0 & \ast & \ast &\ast\\
0 & 0 & \ast &\ast\\
\end{array}\right]$$ and  $$\left[\begin{array}{ccc|c}
\ast & \ast & \ast &\ast\\
0 & \ast & \ast &\ast\\
0 & 0 & \ast &\ast\\
0 & 0 & 0 & 0 \\
\end{array}\right]$$.</p>
<p></p>
<p>2. Right, a zero row doesn&#39;t affect the solution of a linear system. It will autometically disappear when you convert it to linear equations.</p>
<p></p>
<p>However, only speaking of matrice, you cannot remove a zero row,  because</p>
<p>$$\left[\begin{array}{ccc|c}
\ast & \ast & \ast &\ast\\
0 & \ast & \ast &\ast\\
0 & 0 & \ast &\ast\\
\end{array}\right]$$ and  $$\left[\begin{array}{ccc|c}
\ast & \ast & \ast &\ast\\
0 & \ast & \ast &\ast\\
0 & 0 & \ast &\ast\\
0 & 0 & 0 & 0 \\
\end{array}\right]$$</p>
<p>are completely different matrices (different size, one has full row rank and the other doesn&#39;t). They are equivalent, when you are using them to solve system of linear equations.</p>
<p></p>"
"Q3, why do we not consider x &#43; y = -3: ","<p>Where is $$-3$$ coming from?</p>
<p></p>
<p>$$\sqrt{36} = 6$$, unambiguously (i.e. $$\sqrt{36} \neq -6$$).</p>"
"can rowspace be thought of in this way?: <p>As column space of A is thought of as the set of all matrix-vector multiplications for all real vectors (col(A) = {Ax: x is in the F}), can row space be thought of as the set of all matrix-vector multiplications of the transposition of A and any vector in the F? - (</p>
<p>Row(A) = {A^T x: x is in the F})</p>","Yes, if you mean $$F = \mathbb R^n$$ for the first one, and $$F = \mathbb R^m$$ for the second one.
Yes, if you mean $$F = \mathbb R^n$$."
"Can we &#39;choose&#39; which order we want when multiplying a matrix with both sides of an equation?: <p>Hello,</p>
<p></p>
<p>In W4 Q4 we have to multiply both sides of an equation by $$A^{T}$$ to get our solution:</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwca7ky8m6lh%2F9ccfe5e2e5fd6c26442fa23df57b6b058064f415c0378250c621889e4fd8ed94%2Fimage.png"" alt=""image.pngNaN"" width=""1285"" height=""180"" /></p>
<p></p>
<p>However I know that matrix multiplication does not necessarily commute, so in scenarios like this do we get to &#39;choose&#39; which side the $$A^{T}$$ ends up on?</p>
<p></p>
<p>For example if we have that a matrix $$B\vec{x}=\vec{c}$$ , when multiplying both sides by $$A^{T}$$ could we choose if we want<br /><br /></p>
<p>$$A^{T}B\vec{x}=A^{T}\vec{c}$$</p>
<p>or</p>
<p>$$B\vec{x}A^{T}=\vec{c}A^{T}$$</p>","If the dimensions line up, you can do whatever you want, but is that result useful for proving the theorem?"
"Q7 on Warmup Exercises: <p>Without doing any row reduction determine a vector #»x ∈ R 4 such that A #»x = #»b . (a) A =   1 2 3 4 5 6 7 8 9 10 11 12  , #»b =   2 6 10  . (b) A =   1 2 3 4 5 6 7 8 9 10 11 12  , #»b =   6 14 22  .</p>
<p>The only method I know is RREF, is there other way to solve other than RREF?</p>","You can use what you know about the standard basis and column extraction.
<p>The student answer is right; by definition, if $$A\vec x = \vec b$$ is consistent, then $$\vec b \in \text{Col}(A)$$, so there is some $$\vec x = \begin{bmatrix} x_1 \\ \vdots \\ x_n\end{bmatrix}$$ so that</p>
<p></p>
<p>$$\vec b = x_1 A_1 + \cdots + x_n A_n$$ where $$A_i$$ is the $$i$$-th column of $$A$$.</p>
<p></p>
<p>From here, you can see that $$\vec b$$ is exactly one of the columns of $$A$$, so its not hard to identify which values of $$x_i$$ you want.</p>"
"Identity Matrix: Can identity matrix be used as a substitution for RREF when solving Ax=b? Does identity matrix make the calculation more simpler, which is why sometimes this method is used to tackle matrix-vector multiplication or any other matrix-matrix multiplication?","What is this method?
<md>Perhaps you are talking about invertibility?</md>"
"Forms of solutions sets: <p><a href=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fl66pr4f64oe3ti%2Fe4a03e950281db851ddad9cc38d486202f74ea0f35f47b11fbd47fd637bd037c%2FScreenshot_2024-02-11_at_9.42.54_PM.png"" target=""_blank"" rel=""noopener noreferrer"">Screenshot_2024-02-11_at_9.42.54_PM.png</a></p>
<p></p>
<p>Regarding the image above, are the top and bottom expressions considered the same? (With the exception of variables) If there were ever a question that asks for a solution set, which form would be preferable?</p>",Either way of expressing the solution set is fine.  I personally prefer the first because it makes it clearer that the solution set is a plane. 
"Practice 2-4: <p>Hi would the following be true or false and why? Thanks.</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwb4wzraz68t%2F5cd973906c3875e42e3641739896f5d0e4cfa6454e41079b8f899305856e9de0%2Fimage.png"" alt=""image.pngNaN"" /></p>","<p>Perhaps you meant to write $$\mathbb R^n = \text{Span}\{\vec v_1, \ldots, \vec v_k\}$$?</p>
<p></p>
<p>If so, the result is false. Consider $$\vec v_i = \vec e_i$$ for each $$1 \le i \le k$$, then define $$\vec v_{n + 1} = \vec e_1 + \vec e_2$$.</p>
<p></p>
<p>In general, you can almost always add arbitrary vectors into a span and maintain the span (simply by picking a vector in that span).</p>
<p></p>
<p>The idea you are closely describing has to do with the dimension of a vector space, which is the size of a smallest spanning set (we will cover more on this in following weeks).</p>"
"formula sheet for the midterm?: <p>Just to confirm will we be given a reference sheet (a list of all definitions/theorems) as we did in math 135?</p>
<p></p>","No, there will be no formula sheet."
"Question about Q4 proof: To prove this, it is better to use the approach given in the solution or would it be better to let a=c-dt and d=b at the start, then work the other way.<img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwbycwrkt4fz%2F121ac160ea14b1c4afa28db23da8d2ab753b69439bed6ef4fd57d2b19188ab12%2FScreenshot_2024-02-11_at_10.26.56_PM.png"" alt=""Screenshot_2024-02-11_at_10.26.56_PM.pngNaN"" />","You don&#39;t get to pick $$a, b$$. You are given an arbitrary $$\vec x = a \vec u + b \vec v$$, which means you don&#39;t know the values of $$a, b$$, so you can&#39;t set them to anything."
"reference to theorems/definitions: On the midterm, do we need to refer to all the relevant thoerems/definitions in the proof to get full mark? thanks! ","<p>You should cite large, named theorems or results from assignments or quizzes.</p>
<p></p>
<p>In general, your work should be easy to follow, so aim for that standard (don&#39;t jump to the next step after using a big theorem and not citing it, as the reader won&#39;t know how you got to that conclusion).</p>"
"Is this question true or false?: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqw8zcl4pgki%2F815ecd797a2a9ca585deb40a9130169984af46b1f559dd64d37841a2c098e2bd%2Fimage.png"" alt=""image.png"" /></p>
<p>Is this question true or false?</p>","<p>Suppose you had a system $$A \vec x = \vec b$$, $$A \neq \mathcal O$$, where the solution set has at least $$1$$ free variable. Then, we could pick $$\vec u, \vec v \in \mathbb R^n$$ so that $$\vec u \neq \vec v$$ and $$A \vec u = A \vec v$$.</p>
<p></p>
<p>Can you conclude from this?</p>
<p></p>
<p>Hint: vectors in $$\mathbb R^m$$ are just $$m \times 1$$ sized matrices.</p>
<p>Suppose you had a system $$A \vec x = \vec b$$, $$A \neq \mathcal O$$, where the solution set has at least $$1$$ free parameter. Then, we could pick $$\vec u, \vec v \in \mathbb R^n$$ so that $$\vec u \neq \vec v$$ and $$A \vec u = A \vec v$$.</p>
<p></p>
<p>Can you conclude from this?</p>
<p></p>
<p>Hint: vectors in $$\mathbb R^m$$ are just $$m \times 1$$ sized matrices.</p>"
"Counter example: May someone provide a counter example for this question?<img src=""https://piazza.com/redirect/s3?bucket=uploads&amp;prefix=attach%2Flqzes2lznxt50s%2Flkqwehxe2xz7ok%2Fqdedchjgayvq%2F4d91fb74851627cadcc9d38b09bbffdf_2024_02_11.jpeg"" /><p></p>",@400
"Week 4 Q 4: <p>since when is u T #»v = #»u · #»</p>
<p></p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwc7rqqei65o%2Fa9550147c9985cc2e28c09c06743660a4c6c7214d34feffdb5853b10810d2e39%2FScreenshot_2024-02-12_at_12.00.41_AM.png"" width=""2880"" height=""1800"" alt="""" /></p>",@350
scalar equation: what is the main/general use for a scalar equation?,"<p>Recall that a scalar equation is specific to $$\mathbb R^3$$, and not $$\mathbb R^n$$, and takes the form $$ax + by + cz = d$$.</p>
<p><br />You can write it as $$ax + by + c(z - d/c) = 0$$ or for whichever of $$a, b, c$$ are nonzero. the $$z - d/c$$ corresponds to shifting the plane by moving $$(0, 0, 0)$$ to $$(0, 0, d/c)$$ (and same for every point on the plane).</p>
<p></p>
<p>If we think about planes of the form $$ax + by + cz = 0$$ for a moment, we can clearly see that $$(a, b, c)$$ is a normal of the plane because all points $$(x, y, z)$$ make $$0$$ by dot product with $$(a, b, c)$$. Then, $$ax + by + c(z - d/c) = 0$$ represents a shift in the plane, so the same vector $$(a, b, c)$$ is also a normal for this plane.</p>
<p></p>
<p>Note that this is all just geometric intuition that is not rigorous, but can be made rigorous through the use of algebra. You should not attempt to use any reasoning akin to the above on the midterm; you should always justify your answers with algebra and theorems.</p>"
"Week 4 Q4: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwarf9r4h3w4%2F2091f5d5b029fdee3b39b4e26b786510efc398eb586932ad7a180fc1fe84349f%2FScreenshot_2024-02-12_at_7.49.29_AM.png"" alt=""Screenshot_2024-02-12_at_7.49.29_AM.png"" width=""233"" height=""135"" /></p>
<p>Why can we get rid of the last vector in this simplification? Thank you!</p>","<p>you can use the first two vectors and express them as a linear combination of the last one and having it in there is redundant.</p>
<p></p>
<p>(2 times the first minus the second)</p>"
"q5 (f): <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwej5x9pg6c%2Fae6f4dde89ee34e3f4f8bbd1fb9c587c868d85c85921857de3dba72f5642c585%2F34211707748173_.pic.jpg"" alt=""34211707748173_.pic.jpgNaN"" /></p>
<p>why not a matrix like [0 1 | 7]</p>
<p>                                    [1 0 | 8]</p>","Well, in this case the solution set is $$S$$ is just one vector, while in the question, the solution set is all vector with n and m integer."
"Q6: <p>Could someone explain this step?</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwayddv4r53q%2F93919ec90912b941407753cc533026453f6ce7fbb2d1f359dc3422e4a61ea366%2FIMG_6074.jpg"" width=""719"" height=""120"" alt="""" /></p>","The steps involved in this conclusion are presented in some proofs so far. The idea consists of considering $$\vec{x} = \vec{e}_i$$, for $$i = 1, 2, \ldots, n$$, since all vectors should be solutions for this system. Then, work with the definition of matrix-vectors multiplication that involves the columns of $$A$$ to understand why $$A$$ must be the zero matrix."
"practice midterm Q8: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwca7ky8m6lh%2Fc543f280d51b7576d7e5ba480251d82d0de3f6ca00af4b779507d69513a6739a%2Fimage.png"" alt=""image.pngNaN"" width=""1171"" height=""164"" /></p>
<p>I saw on some other posts that this question can be made easier by using the result from WA1 q2, but im not sure how. What would the strategy be to write all vectors in R3 as a linear combination of u, u&#43;v, u&#43;v&#43;w ?</p>
<p></p>
<p>Thank you!</p>","Using WA1 Q2, if you can show that u,v,w are vectors in span{u, u&#43;v, u&#43;v&#43;w}, then span{u,v,w} $$\subseteq$$ span{u, u&#43;v, u&#43;v&#43;w}. But we are assuming that span{u,v,w} = $$\mathbb{R}^3$$ and span{u,v,w} $$\subseteq \mathbb{R}^3$$, which would make u, u&#43;v, u&#43;v&#43;w a spanning set."
"Week 4 Q1c): <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwarf9r4h3w4%2F7986e69a10f8b5ef758ec362dee75fdf3cee5620a645afa4e48982cabafeb6e9%2FScreenshot_2024-02-12_at_11.31.39_AM.png"" alt=""Screenshot_2024-02-12_at_11.31.39_AM.pngNaN"" width=""618"" height=""169"" /></p>
<p></p>
<p>Why is xp [1 1 1]^t here? Shouldn&#39;t it be [12 12 -11] ?</p>","Why did suggest [12 12 -11]^T?<br /><br />On (b), we have that [1 1 1]^T is a solution, that is why it appears on $$S_2$$. The idea here is that we can determine the solution set of the non-homogeneous system from the homogeneous one if we also have a particular solution, which in this case is [1 1 1]^T."
"Midterm Short Term Absence: Just to confirm, if I declare a 48 hour short term absence today, will the midterm&#39;s weighting transfer over to the final? Will the new assessment structure be 10% Written Assignments, 15% Quizzes, and 75% Final?",That is correct
"One dimensional vectors/matrices: <p>Hello! </p>
<p></p>
<p>What is the actual meaning of a $$1 \times 1$$ matrix, e.g. $$[5]$$?</p>
<p></p>
<p>I suppose that they are different from scalars... In addition, is $$[0]$$ the same as $$\vec 0$$?</p>","<p>Its meaning is no different from that of a $$m \times n$$ matrix. That is, it is an array of 1 row and 1 column.</p>
<p></p>
<p>In that sense, $$[0] = \vec{0}$$.</p>
<p></p>
<p>However, in practical terms, you will observe that operating with such matrices, when well defined, the result is effectively the same as multiplying by a scalar.</p>"
"Grades shown on Learn: Why does my learn score for MATH 136 look like this?<br /><br /><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwd5wc37w5nc%2F011b0b9a201996bd6c11ab69b01fe4a292bc22acc975d5c6e47db41169a20234%2Fimage.png"" alt=""image.pngNaN"" />",We wait until we are done with regrade requests and exemptions to sync the grades with LEARN. But I will go on sync the grades for Q1.
"What does it mean if a span of vectors = a field?: <p>If you have a $$Span\{v_1,v_2,...,v_m\} = \mathbb{R}^4$$, does this mean that at least 4 vectors in the spanning set are all orthogonal to each other?</p>
<p></p>
<p>Edit: corrected typo (from $$\in$$ to $$=$$).</p>","<p>I&#39;m not sure what you mean</p>
<p></p>
<p>$$\text{Span}\{\vec v_1, \ldots, \vec v_m\}$$ and $$\mathbb R^4$$ are both sets of vectors, so perhaps you meant to write $$\text{Span}\{\vec v_1, \ldots, \vec v_m\} =\mathbb R^4$$?</p>
<p></p>
<p>It does not have to be the case that there are 4 vectors $$\vec v_i, \vec v_j, \vec v_k, \vec v_\ell$$ which are all pairwise orthogonal. For instance,</p>
<p></p>
<p>$$\text{span}\left\{\begin{bmatrix} 1 \\ 0 \\ 0 \\ 0 \end{bmatrix}, \begin{bmatrix} 1 \\ 1 \\ 0 \\ 0 \end{bmatrix}, \begin{bmatrix} 1 \\ 1 \\ 1 \\ 0 \end{bmatrix}, \begin{bmatrix} 1 \\ 1 \\ 1 \\ 1 \end{bmatrix}\right\} = \mathbb R^4$$.</p>
<p></p>
<p></p>"
"homogenous solution set: <p>When a homogenous system has a non-trivial solution does that it always mean there are infinitely many solutions to the system?</p>
<p></p>
<p></p>","Yes, that&#39;s right! I am eager to see how you prove it."
"practice 4 - q4 How can it be possible?: <img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwehero027lg%2Fd6eb7db807b67c879cfa62c36fd16dcab0b64c2cdf0988ee1786cbfb9d2cb97c%2Fimage.png"" alt=""image.pngNaN"" />",@350. You can expand: $$u^\top v$$ is matrix multiplication ($$1 \times n$$ by $$n \times 1$$).
"WP4 Q7 - Properties of Matrix Multiplication: <p>I came up with a similar solution to Q7 from the Week 4 recommended problems, however I am not sure if I used this concept correctly: </p>
<p></p>
<p>Is it true that properties of matrix multiplication can also apply to matrix vector multiplication? Namely, I noticed that we have the following properties: </p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqw8iusqnz5hk%2Fa1c6f423853214466723629733068b0913af8dd3ca45053df4b05c10ab47db2c%2Fimage.png"" alt=""image.png"" /></p>
<p>I used a) except C was a vector, which I assume is allowed if you let p=1. A similar property was used in the posted solution to this question. I remember talking about this in lecture before but I just wanted to confirm before the midterm. </p>","Yes, that is correct.<br /><br />Vectors in $$\mathbb R^n$$ are just $$n \times 1$$ sized matrices."
sets and lines and planes: Given a spanning set how would we determine if the spanning set represents a line or a plane?,"<p>This topic is more closely related to linear independence, and we won&#39;t be asking you to determine if a given span of vectors represents a line or a plane.</p>
<p></p>
<p>The method for doing so is to remove &#34;unnecessary&#34; vectors from the span: e.g. if $$\text{span}\{\vec v_1, \vec v_2\} = \text{span}\{\vec v_1\}$$, then we can remove $$\vec v_2$$.</p>
<p></p>
<p>If there is just one vector left, then the span is a line. If there are two, it is a plane.</p>"
"w4pp Q9: What does the highlighted part mean?: <img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwclm3shhvy%2Fa61a9b40330146967d9bffc9454718ec5134a1c355d230eca00e626f5c14514e%2FScreenshot_2024-02-12_at_2.50.39_PM.png"" alt=""Screenshot_2024-02-12_at_2.50.39_PM.pngNaN"" />",$$i > j$$ means the lower triangle of the matrix (i.e. the stuff below the diagonal).
"Prove SpanA = SpanB: <p>Is my solution for this question correct?</p>
<p><a href=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Fkggoe9bxe5d42u%2Feeb4f0c67ba3adf018f4e25abf4913fe1d88a7903ff8c89bfe316c6967d2cd02%2Fimage.jpg"" target=""_blank"" rel=""noopener noreferrer"">image.jpg</a></p>","<p>I didn&#39;t check through your work, but it seems fine.</p>
<p></p>
<p>An easier way to see this result is to use WA1 q2a, and show that each vector in $$A$$ is a linear combination of vectors in $$B$$, and each vector in $$B$$ is a linear combination of vectors in $$A$$ (by inspection I can already see this is true, so it should not be hard to verify).</p>
<p>I didn&#39;t check through your work, but it seems fine.</p>
<p></p>
<p>An easier way to see this result is to use WA1 q2a, and show that each vector in $$A$$ is a linear combination of vectors in $$B$$, and each vector in $$B$$ is a linear combination of vectors in $$A$$ (by inspection I can already see this is true).</p>"
"Notation problem: Hi, I am wondering whether it is correct or not to write something like this: Null([A|$$\bar{b}$$])","No, the null space only refers to matrices, not systems."
"Practice Midterm Q3: <p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwarf9r4h3w4%2Ff103ce62055248e65cd475e0ca40a9a4ff48d61f5470fcaefd92fe19fdec5f86%2FScreenshot_2024-02-12_at_3.58.09_PM.png"" alt=""Screenshot_2024-02-12_at_3.58.09_PM.pngNaN"" width=""937"" height=""985"" /></p>
<p></p>
<p>Hi, can someone explains the highlighted part a little bit? I cannot find the corresponding formula for this step. Thank you!</p>","It utilized this Definition 1.5.15 in the textbook. The formula derives the angle between vectors so if you substitute the vector x , the given [1 1 0]^T, and the solution to it sqrt(6) you will get that highlighted solution."
"WP3 T/F: <p>For these 2 questions the counterexample simplifies to have a row of 0, so how is it a counterexample?</p>
<p><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqw8zcl4pgki%2F98c6023aec3ad6729f1c0a169f5b597a1d0f686c8cf63be11429f0ee2d205b86%2Fimage.png"" alt=""image.pngNaN"" /></p>",I think its because the matrix itself does not have any zero rows.
"[PP3] Q5 (d)(e): If it is stated that &#34;then Ref(A) has a row of zeros&#34; will the entire sentence be True? Thanks in advance :D<br /><img src=""/redirect/s3?bucket=uploads&amp;prefix=paste%2Flkqwehdad3p7l6%2Fc3a80074d31b472228955e006a55f2019dd94b85f82e0a6f97114e04a29de914%2Ff16fe7db974442927d7ac275a77696e.png"" alt=""f16fe7db974442927d7ac275a77696e.png"" />","<p>i would believe e would be true not d</p>
<p>(I believe these are trick questions, since the A wouldnt be the one having the row of zeros instead it will be RREF(A).)</p>
i would believe e would be true not d"
Why can’t rank be equal to zero: Wouldn’t that just make the system inconsistent🤔,"That would mean that there are zero pivots in the matrix, and the only way to get this is if the matrix is the zero matrix itself."
Question about 9c) on practice midterm.: Does the question imply that we should assume u and v are not parallel?,Yes.
